gid,tag_label
00c44f20-bd8c-3f9d-9a7a-9e192ef2ce0f,classic soul r b
00c44f20-bd8c-3f9d-9a7a-9e192ef2ce0f,rhythm & blues
024d523c-5808-3ad7-87f8-23a1b463122a,regional blues
024d523c-5808-3ad7-87f8-23a1b463122a,oldies 60 s
792476a3-6a5b-3c0b-972d-89e92b8a03c8,doo wop
00cd5bee-1087-3443-9a0c-a601dc83f600,general pop vocal
00cd5bee-1087-3443-9a0c-a601dc83f600,psychedelic
0fc92ac3-1496-311b-b960-c406964cfd1e,synthpop_experimental_electronic
00c44f20-bd8c-3f9d-9a7a-9e192ef2ce0f,frank
00c44f20-bd8c-3f9d-9a7a-9e192ef2ce0f,artist-session1_track1
024d523c-5808-3ad7-87f8-23a1b463122a,early pop/rock
024d523c-5808-3ad7-87f8-23a1b463122a,rock pop
00cd5bee-1087-3443-9a0c-a601dc83f600,classic soft rock
00cd5bee-1087-3443-9a0c-a601dc83f600,mainstream rock
00cd5bee-1087-3443-9a0c-a601dc83f600,singers songwriters
1d52823d-837f-44b8-88c0-69ba616bd5ac,electro house
12419387-c4e9-347e-ab13-3a94a97d0c42,country
00992a54-4adc-31c7-a900-60dbe76c6362,rap hip-hop r b
06a95863-1855-305e-bdf5-7ff5ff8d2c99,pop/rock
06a95863-1855-305e-bdf5-7ff5ff8d2c99,soft rock
06a95863-1855-305e-bdf5-7ff5ff8d2c99,contemporary pop/rock
06a95863-1855-305e-bdf5-7ff5ff8d2c99,rock
06a95863-1855-305e-bdf5-7ff5ff8d2c99,am pop
06a95863-1855-305e-bdf5-7ff5ff8d2c99,album rock
00992a54-4adc-31c7-a900-60dbe76c6362,r b
077ad465-5909-4cd2-842f-d6482aeac574,hard rock
21511732-2c9a-3953-9f95-6cae8337b3b5,rock
0fe3702a-62da-384d-8b29-6075c5d8307b,country
0fe3702a-62da-384d-8b29-6075c5d8307b,new traditionalist
0fe3702a-62da-384d-8b29-6075c5d8307b,contemporary country
21511732-2c9a-3953-9f95-6cae8337b3b5,rock & roll
0e7b5261-d039-493e-8dc0-e88156e58676,folk-rock
0e7b5261-d039-493e-8dc0-e88156e58676,rock
0e7b5261-d039-493e-8dc0-e88156e58676,folk
0e7b5261-d039-493e-8dc0-e88156e58676,folk rock
04468731-5288-42d7-b868-d95755ec6bed,alternative dance
04468731-5288-42d7-b868-d95755ec6bed,alternative pop/rock
04468731-5288-42d7-b868-d95755ec6bed,alternative/indie rock
04468731-5288-42d7-b868-d95755ec6bed,dance-rock
04468731-5288-42d7-b868-d95755ec6bed,pop/rock
04468731-5288-42d7-b868-d95755ec6bed,alternative rock
04468731-5288-42d7-b868-d95755ec6bed,pop rock
03a3cb92-4cae-3d8e-add8-b240153dd350,dance & house/dance
0e7b5261-d039-493e-8dc0-e88156e58676,pop/rock
0e7b5261-d039-493e-8dc0-e88156e58676,album rock
0e7b5261-d039-493e-8dc0-e88156e58676,hard rock
0e7b5261-d039-493e-8dc0-e88156e58676,rock & roll
06a95863-1855-305e-bdf5-7ff5ff8d2c99,early to mid 70's
0075fec0-5041-4668-bf84-b321d88b2650,jazz
15b361ca-9b0c-4bee-8ae5-a1325a1177c5,pop/rock
15b361ca-9b0c-4bee-8ae5-a1325a1177c5,contemporary pop/rock
15b361ca-9b0c-4bee-8ae5-a1325a1177c5,adult alternative pop/rock
15b361ca-9b0c-4bee-8ae5-a1325a1177c5,alternative/indie rock
030296de-4ed0-30c8-9a65-d5399b71a7f2,jazz
0da945a9-0d54-3a0f-9d17-0fef533888bb,alternative
0da4e7f1-7c78-3f86-a22d-2367f45b5bcc,dance
0da4e7f1-7c78-3f86-a22d-2367f45b5bcc,downtempo
003bef1e-6887-3838-a43e-87f905217b12,disco
003bef1e-6887-3838-a43e-87f905217b12,pop
003bef1e-6887-3838-a43e-87f905217b12,dance-pop
003bef1e-6887-3838-a43e-87f905217b12,electronic_disco
003bef1e-6887-3838-a43e-87f905217b12,soft rock
003bef1e-6887-3838-a43e-87f905217b12,pop/rock
003bef1e-6887-3838-a43e-87f905217b12,contemporary pop/rock
003bef1e-6887-3838-a43e-87f905217b12,fernando
003bef1e-6887-3838-a43e-87f905217b12,dance
003bef1e-6887-3838-a43e-87f905217b12,am pop
003bef1e-6887-3838-a43e-87f905217b12,pop rock
003bef1e-6887-3838-a43e-87f905217b12,acid punk
d5b7c76c-4990-348c-84bd-a969d1c10ba2,new age
1dddfe35-940a-37b2-8498-dfc94556bace,ccm
1dddfe35-940a-37b2-8498-dfc94556bace,christian rock
0da4e7f1-7c78-3f86-a22d-2367f45b5bcc,electronica
003bef1e-6887-3838-a43e-87f905217b12,euro-pop
003bef1e-6887-3838-a43e-87f905217b12,synthpop
00992a54-4adc-31c7-a900-60dbe76c6362,urban crossover
1dddfe35-940a-37b2-8498-dfc94556bace,gospel
00992a54-4adc-31c7-a900-60dbe76c6362,rhythm & blues
0075fec0-5041-4668-bf84-b321d88b2650,contemporary jazz
15b361ca-9b0c-4bee-8ae5-a1325a1177c5,american trad rock
0da4e7f1-7c78-3f86-a22d-2367f45b5bcc,world
003bef1e-6887-3838-a43e-87f905217b12,euro pop
21511732-2c9a-3953-9f95-6cae8337b3b5,rock pop
0fe3702a-62da-384d-8b29-6075c5d8307b,neo-traditionalist country
1dddfe35-940a-37b2-8498-dfc94556bace,religious
1dddfe35-940a-37b2-8498-dfc94556bace,contemporary christian
003bef1e-6887-3838-a43e-87f905217b12,europop
003bef1e-6887-3838-a43e-87f905217b12,swedish pop/rock
003bef1e-6887-3838-a43e-87f905217b12,oldies
003bef1e-6887-3838-a43e-87f905217b12,euro-disco
0032c9dd-850a-39a7-90b4-924ef5efa8c5,idm
5abbb8c6-6d15-39e5-85b1-27a1c14e3d71,rnb
0032c9dd-850a-39a7-90b4-924ef5efa8c5,alternative and punk
5abbb8c6-6d15-39e5-85b1-27a1c14e3d71,r b
0355f0db-078d-3e5d-952f-512d1b549e36,adult contemporary
0032c9dd-850a-39a7-90b4-924ef5efa8c5,electro
5abbb8c6-6d15-39e5-85b1-27a1c14e3d71,r&b
5abbb8c6-6d15-39e5-85b1-27a1c14e3d71,contemporary r&b
5abbb8c6-6d15-39e5-85b1-27a1c14e3d71,pop
02f10f44-83a5-3514-841f-ecc45a6ff9e6,heavy metal
02f10f44-83a5-3514-841f-ecc45a6ff9e6,rap-metal
02f10f44-83a5-3514-841f-ecc45a6ff9e6,pop/rock
033a3a27-faf8-3f36-9475-161dc95ec8cd,pop/rock
055031fb-73e8-3aa8-a890-1eef4f1f5225,hard rock
043840c3-3769-398a-a0d0-8cb8ea78da6c,indie rock
dab05cd9-c54d-36d1-a466-6f78b1769601,jazz
0032c9dd-850a-39a7-90b4-924ef5efa8c5,electronic
033a3a27-faf8-3f36-9475-161dc95ec8cd,pop
13874e28-44a1-47f6-8cf2-22c83d2073ed,hip hop
00407649-27ae-3401-9b4b-2c61c1430a96,pop/rock
00407649-27ae-3401-9b4b-2c61c1430a96,heavy metal
00407649-27ae-3401-9b4b-2c61c1430a96,contemporary pop/rock
00407649-27ae-3401-9b4b-2c61c1430a96,hard rock
00407649-27ae-3401-9b4b-2c61c1430a96,pop-metal
00407649-27ae-3401-9b4b-2c61c1430a96,album rock
00407649-27ae-3401-9b4b-2c61c1430a96,arena rock
008102a8-cc5a-36b5-8630-a06a03e6e20f,pop
008102a8-cc5a-36b5-8630-a06a03e6e20f,soul and r b
008102a8-cc5a-36b5-8630-a06a03e6e20f,funk soul_funk_soul
008102a8-cc5a-36b5-8630-a06a03e6e20f,smooth soul
008102a8-cc5a-36b5-8630-a06a03e6e20f,ballad
008102a8-cc5a-36b5-8630-a06a03e6e20f,funk
008102a8-cc5a-36b5-8630-a06a03e6e20f,blues
008102a8-cc5a-36b5-8630-a06a03e6e20f,easy listening
008102a8-cc5a-36b5-8630-a06a03e6e20f,singer/songwriter
008102a8-cc5a-36b5-8630-a06a03e6e20f,rnb
008102a8-cc5a-36b5-8630-a06a03e6e20f,soul
008102a8-cc5a-36b5-8630-a06a03e6e20f,rhythm and blues
0032c9dd-850a-39a7-90b4-924ef5efa8c5,abstract
02f10f44-83a5-3514-841f-ecc45a6ff9e6,speed metal
033a3a27-faf8-3f36-9475-161dc95ec8cd,pop idol
008102a8-cc5a-36b5-8630-a06a03e6e20f,deep soul
0355f0db-078d-3e5d-952f-512d1b549e36,gospel
59378747-d707-33fa-af79-6f7350410a2f,alternative punk
0032c9dd-850a-39a7-90b4-924ef5efa8c5,1990s/2000s electronica
008102a8-cc5a-36b5-8630-a06a03e6e20f,general film music
008102a8-cc5a-36b5-8630-a06a03e6e20f,rhythm & blues
008102a8-cc5a-36b5-8630-a06a03e6e20f,classic soul r b
008102a8-cc5a-36b5-8630-a06a03e6e20f,70s
601f6cb1-550d-31a1-a06f-36f99ce4f939,oldies
0032c9dd-850a-39a7-90b4-924ef5efa8c5,trip hop
00407649-27ae-3401-9b4b-2c61c1430a96,covered by 3
008102a8-cc5a-36b5-8630-a06a03e6e20f,singer-songwriter
008102a8-cc5a-36b5-8630-a06a03e6e20f,oldies
0287ed60-c9e3-37eb-b226-16142352cf2d,rock
103559d3-b874-3dfc-89b2-8375467869f9,punk rock
04979c2e-2622-3496-aad4-c724ed9f2927,folk rock
0536be2a-6da0-3b35-a132-d1d1903759cf,rock
00574667-6acd-31b0-96cd-9b1595b856e1,electronic
00574667-6acd-31b0-96cd-9b1595b856e1,dance
02b03444-f30d-3f1f-b528-6ff154720801,indie rock
02b03444-f30d-3f1f-b528-6ff154720801,alternative and punk
02b03444-f30d-3f1f-b528-6ff154720801,rock
01f5a74a-6c57-3957-9230-5ea5a0fdaf8f,girl group
01f5a74a-6c57-3957-9230-5ea5a0fdaf8f,brill building
01f5a74a-6c57-3957-9230-5ea5a0fdaf8f,pop soul
02ac70a6-c7e7-350b-9575-2f64fedc7d9a,rockabilly
02ac70a6-c7e7-350b-9575-2f64fedc7d9a,rock & roll
02ac70a6-c7e7-350b-9575-2f64fedc7d9a,pop/rock
02ac70a6-c7e7-350b-9575-2f64fedc7d9a,blues
006cfafd-d04e-43d9-bfd7-14d69f83ee27,disco
006cfafd-d04e-43d9-bfd7-14d69f83ee27,dance-pop
006cfafd-d04e-43d9-bfd7-14d69f83ee27,electronic_disco
006cfafd-d04e-43d9-bfd7-14d69f83ee27,soft rock
006cfafd-d04e-43d9-bfd7-14d69f83ee27,pop/rock
006cfafd-d04e-43d9-bfd7-14d69f83ee27,contemporary pop/rock
006cfafd-d04e-43d9-bfd7-14d69f83ee27,dance
006cfafd-d04e-43d9-bfd7-14d69f83ee27,am pop
006cfafd-d04e-43d9-bfd7-14d69f83ee27,pop rock
006cfafd-d04e-43d9-bfd7-14d69f83ee27,rock
006cfafd-d04e-43d9-bfd7-14d69f83ee27,classic pop-rock
006cfafd-d04e-43d9-bfd7-14d69f83ee27,pop
00574667-6acd-31b0-96cd-9b1595b856e1,euro house
0ffc42c0-cf4a-4dd6-baca-5be51f604caa,goth rock
006cfafd-d04e-43d9-bfd7-14d69f83ee27,pop 70s
006cfafd-d04e-43d9-bfd7-14d69f83ee27,euro-pop
006cfafd-d04e-43d9-bfd7-14d69f83ee27,synthpop
006cfafd-d04e-43d9-bfd7-14d69f83ee27,ed3318f1-fe4a-460a-9ab7-ae7175848928
0287ed60-c9e3-37eb-b226-16142352cf2d,emo
0536be2a-6da0-3b35-a132-d1d1903759cf,emo
02b03444-f30d-3f1f-b528-6ff154720801,alternative punk
01f5a74a-6c57-3957-9230-5ea5a0fdaf8f,doo wop
05d2406f-095f-4b42-a9e9-e75f28c769fa,tweepop
006cfafd-d04e-43d9-bfd7-14d69f83ee27,euro pop
01f5a74a-6c57-3957-9230-5ea5a0fdaf8f,oldies
01f5a74a-6c57-3957-9230-5ea5a0fdaf8f,rock roll
02ac70a6-c7e7-350b-9575-2f64fedc7d9a,oldies
02ac70a6-c7e7-350b-9575-2f64fedc7d9a,rock roll
006cfafd-d04e-43d9-bfd7-14d69f83ee27,europop
006cfafd-d04e-43d9-bfd7-14d69f83ee27,swedish pop/rock
006cfafd-d04e-43d9-bfd7-14d69f83ee27,covered by glee
006cfafd-d04e-43d9-bfd7-14d69f83ee27,euro-disco
076b3808-a44d-392d-b4fd-1b51e0c4ffe5,pop/rock
076b3808-a44d-392d-b4fd-1b51e0c4ffe5,adult alternative pop/rock
076b3808-a44d-392d-b4fd-1b51e0c4ffe5,alternative/indie rock
2260800c-6115-3fee-805d-5bd4223f0a92,reggae
02bed591-b1d9-3ada-b94c-fed0066610f3,rock
013b5bd6-6ded-3aff-854c-5ea4dd99c758,rock
3a3da8be-c04d-3a1f-9547-9f108829d5c9,alternative rock
0367f35f-3f74-4239-9eea-a99753edc222,country
0367f35f-3f74-4239-9eea-a99753edc222,contemporary country
02bed591-b1d9-3ada-b94c-fed0066610f3,alternative and punk
1db215ee-98b9-3b8b-aae9-d17087eb637e,rock
070ea10e-e3ee-462d-a2af-4a772ad5df66,pop/rock
070ea10e-e3ee-462d-a2af-4a772ad5df66,hard rock
070ea10e-e3ee-462d-a2af-4a772ad5df66,heavy metal
0a1390bd-3968-3a9c-8565-84c0760d5c92,pop
2bf85552-23b2-3622-af51-a388c125372f,rap
2bf85552-23b2-3622-af51-a388c125372f,hardcore rap
2bf85552-23b2-3622-af51-a388c125372f,east coast rap
013b5bd6-6ded-3aff-854c-5ea4dd99c758,alternative and punk
013b5bd6-6ded-3aff-854c-5ea4dd99c758,pop/rock
013b5bd6-6ded-3aff-854c-5ea4dd99c758,alternative/indie rock
013b5bd6-6ded-3aff-854c-5ea4dd99c758,indie rock
013b5bd6-6ded-3aff-854c-5ea4dd99c758,blues-rock
013b5bd6-6ded-3aff-854c-5ea4dd99c758,alternative pop/rock
026a8b28-3a8e-37fb-bba9-d055fe4fd325,indie
009fcb82-e71a-31be-8bc4-709617815a7c,vocal
009fcb82-e71a-31be-8bc4-709617815a7c,vocal jazz
076b3808-a44d-392d-b4fd-1b51e0c4ffe5,alternative ccm
076b3808-a44d-392d-b4fd-1b51e0c4ffe5,ccm
013b5bd6-6ded-3aff-854c-5ea4dd99c758,garage rock revival
013b5bd6-6ded-3aff-854c-5ea4dd99c758,punk blues
013b5bd6-6ded-3aff-854c-5ea4dd99c758,garage rock
009fcb82-e71a-31be-8bc4-709617815a7c,traditional pop
009b2dd6-801e-38b5-b7f7-bf43c69f4458,top 40
076b3808-a44d-392d-b4fd-1b51e0c4ffe5,contemporary christian
0367f35f-3f74-4239-9eea-a99753edc222,neo-traditionalist country
2bf85552-23b2-3622-af51-a388c125372f,pop-rap
009fcb82-e71a-31be-8bc4-709617815a7c,vocal pop
3fe289aa-64ed-3cac-b58a-e21896853ff7,country
0345e240-cc33-3282-bbcf-35d42a8374ce,rock
0345e240-cc33-3282-bbcf-35d42a8374ce,pop
0345e240-cc33-3282-bbcf-35d42a8374ce,pop/rock
0345e240-cc33-3282-bbcf-35d42a8374ce,adult alternative pop/rock
0345e240-cc33-3282-bbcf-35d42a8374ce,contemporary pop/rock
0345e240-cc33-3282-bbcf-35d42a8374ce,hard rock
0345e240-cc33-3282-bbcf-35d42a8374ce,post-grunge
0345e240-cc33-3282-bbcf-35d42a8374ce,alternative/indie rock
01d6be7a-6344-3491-8f53-7d9658ee42c0,country
01d6be7a-6344-3491-8f53-7d9658ee42c0,contemporary country
0198e42b-72e9-35af-a6b6-485df2af5472,country
0198e42b-72e9-35af-a6b6-485df2af5472,traditional country
1641eebe-eae3-3c9d-a208-53dfd6066af4,electronic
002d6868-6b32-3946-9183-090f32d11c96,pop/rock
002d6868-6b32-3946-9183-090f32d11c96,rock & roll
002d6868-6b32-3946-9183-090f32d11c96,hard rock
002d6868-6b32-3946-9183-090f32d11c96,album rock
002d6868-6b32-3946-9183-090f32d11c96,blues-rock
002d6868-6b32-3946-9183-090f32d11c96,rock
002d6868-6b32-3946-9183-090f32d11c96,arena rock
02f91ad3-261d-397d-9e09-fe53b3bab106,acoustic
1641eebe-eae3-3c9d-a208-53dfd6066af4,rnb/swing
1641eebe-eae3-3c9d-a208-53dfd6066af4,love/canadian/indie/rnb/soul/r&b/electronic
0198e42b-72e9-35af-a6b6-485df2af5472,country and folk
359b8589-7794-3f9a-ac34-b6c29045c7b0,alternative and punk
b8540e27-25bd-3fae-baee-c1e8589fa1dd,jazz
06c6235f-c20c-4dd6-acac-d634b32202e7,rock
0c2418af-7580-4d37-b3e8-d3c724622ffa,pop
007ba9ea-2788-490e-84d1-5e25ebb40491,classical
007ba9ea-2788-490e-84d1-5e25ebb40491,classical crossover
007ba9ea-2788-490e-84d1-5e25ebb40491,neo-classical metal
007ba9ea-2788-490e-84d1-5e25ebb40491,heavy metal
1ecfca58-971e-31af-a91e-49acbcd56745,r b
359b8589-7794-3f9a-ac34-b6c29045c7b0,new wave
359b8589-7794-3f9a-ac34-b6c29045c7b0,pop/rock
359b8589-7794-3f9a-ac34-b6c29045c7b0,american punk
359b8589-7794-3f9a-ac34-b6c29045c7b0,punk
359b8589-7794-3f9a-ac34-b6c29045c7b0,punk/new wave
359b8589-7794-3f9a-ac34-b6c29045c7b0,alternative/indie rock
359b8589-7794-3f9a-ac34-b6c29045c7b0,college rock
08cd1656-1f06-3b1c-8d55-88554ed63a8b,hard rock
02eb99fa-ea00-40b9-a0c5-aa08d9c0acf7,electronic
02eb99fa-ea00-40b9-a0c5-aa08d9c0acf7,idm
0b7439b4-d122-3a71-a0bb-267b5dc47695,hard rock
0b7439b4-d122-3a71-a0bb-267b5dc47695,pop rock
0b7439b4-d122-3a71-a0bb-267b5dc47695,rock
0b7439b4-d122-3a71-a0bb-267b5dc47695,arena rock
0b7439b4-d122-3a71-a0bb-267b5dc47695,pop/rock
0b7439b4-d122-3a71-a0bb-267b5dc47695,blues
0b7439b4-d122-3a71-a0bb-267b5dc47695,contemporary pop/rock
0b7439b4-d122-3a71-a0bb-267b5dc47695,blues rock
0b7439b4-d122-3a71-a0bb-267b5dc47695,album rock
0b7439b4-d122-3a71-a0bb-267b5dc47695,blues-rock
0b7439b4-d122-3a71-a0bb-267b5dc47695,dance-rock
11210c01-42e6-47fa-9e64-9a2898196e0e,electronica
359b8589-7794-3f9a-ac34-b6c29045c7b0,new york punk
02eb99fa-ea00-40b9-a0c5-aa08d9c0acf7,abstract
02eb99fa-ea00-40b9-a0c5-aa08d9c0acf7,leftfield
06c6235f-c20c-4dd6-acac-d634b32202e7,gospel
0b7439b4-d122-3a71-a0bb-267b5dc47695,southern rock
0b7439b4-d122-3a71-a0bb-267b5dc47695,boogie rock
007ba9ea-2788-490e-84d1-5e25ebb40491,symphonic metal
007ba9ea-2788-490e-84d1-5e25ebb40491,progressive metal
06c6235f-c20c-4dd6-acac-d634b32202e7,christian pop
02eb99fa-ea00-40b9-a0c5-aa08d9c0acf7,ambient techno
0e0591ef-210e-3aac-8ed0-280e82ce9f34,rock
0ce6480b-6ae3-348b-843a-5276e18fd5bf,alternative rock
18c5cc6d-c75f-3af1-be16-0e7a36995792,r b contemporary
014da76c-5645-35ca-b504-e9f46a8aefe0,pop/rock
014da76c-5645-35ca-b504-e9f46a8aefe0,alternative dance
014da76c-5645-35ca-b504-e9f46a8aefe0,dance-rock
014da76c-5645-35ca-b504-e9f46a8aefe0,urban
014da76c-5645-35ca-b504-e9f46a8aefe0,alternative/indie rock
014da76c-5645-35ca-b504-e9f46a8aefe0,club/dance
014da76c-5645-35ca-b504-e9f46a8aefe0,dance-pop
014da76c-5645-35ca-b504-e9f46a8aefe0,alternative pop/rock
014da76c-5645-35ca-b504-e9f46a8aefe0,adult alternative pop/rock
08fa782b-7a63-43bb-a03c-4c1f5c44f386,indie rock
0a65bba3-5871-381c-994e-c26ea607c12f,electronic
08fa782b-7a63-43bb-a03c-4c1f5c44f386,pop/rock
08fa782b-7a63-43bb-a03c-4c1f5c44f386,alternative/indie rock
04129ce3-05da-39d3-b423-e8963759d37e,rock
04129ce3-05da-39d3-b423-e8963759d37e,non-music
08fa782b-7a63-43bb-a03c-4c1f5c44f386,britannique
10a993ad-d08f-3ce4-a9b9-b9d68bf133a0,punk rock
10a993ad-d08f-3ce4-a9b9-b9d68bf133a0,alternative and punk
10a993ad-d08f-3ce4-a9b9-b9d68bf133a0,punk-pop
10a993ad-d08f-3ce4-a9b9-b9d68bf133a0,alternative/indie rock
10a993ad-d08f-3ce4-a9b9-b9d68bf133a0,punk revival
10a993ad-d08f-3ce4-a9b9-b9d68bf133a0,post-grunge
10a993ad-d08f-3ce4-a9b9-b9d68bf133a0,rock
10a993ad-d08f-3ce4-a9b9-b9d68bf133a0,punk
10a993ad-d08f-3ce4-a9b9-b9d68bf133a0,pop/rock
10a993ad-d08f-3ce4-a9b9-b9d68bf133a0,alternative pop/rock
18c5cc6d-c75f-3af1-be16-0e7a36995792,rhythm & blues
04129ce3-05da-39d3-b423-e8963759d37e,aor classic rock
00611c66-bb7d-3990-90d0-05f075421db1,alternative and punk
03083143-24a4-3472-912b-735c433feb68,rock
00611c66-bb7d-3990-90d0-05f075421db1,rock
1788ec62-20bc-32d1-b880-509ff7a60936,rock
03083143-24a4-3472-912b-735c433feb68,stage & screen
03083143-24a4-3472-912b-735c433feb68,pop/rock
03083143-24a4-3472-912b-735c433feb68,heavy metal
03083143-24a4-3472-912b-735c433feb68,contemporary pop/rock
03083143-24a4-3472-912b-735c433feb68,classic rock
03083143-24a4-3472-912b-735c433feb68,hard rock
00611c66-bb7d-3990-90d0-05f075421db1,pop/rock
00262e0b-cb71-3b03-a6e1-1dd149aad368,pop
00161b2b-0407-3f6f-a711-9013824b575d,rock
00611c66-bb7d-3990-90d0-05f075421db1,alternative rock
1788ec62-20bc-32d1-b880-509ff7a60936,pop/rock
1788ec62-20bc-32d1-b880-509ff7a60936,arena rock
1788ec62-20bc-32d1-b880-509ff7a60936,blues-rock
1788ec62-20bc-32d1-b880-509ff7a60936,contemporary pop/rock
1788ec62-20bc-32d1-b880-509ff7a60936,hard rock
1788ec62-20bc-32d1-b880-509ff7a60936,rock & roll
1f02386c-b795-4897-a998-5c9ddc5ca4e1,pop/rock
1f02386c-b795-4897-a998-5c9ddc5ca4e1,contemporary pop/rock
1f02386c-b795-4897-a998-5c9ddc5ca4e1,rock & roll
1f02386c-b795-4897-a998-5c9ddc5ca4e1,alternative/indie rock
1f02386c-b795-4897-a998-5c9ddc5ca4e1,album rock
21842af6-63b2-361d-a476-36597b52b5de,pop
09779f10-b38c-30b8-98df-a729ff5d676c,pop
0000f4c3-481a-3133-99e7-49066c9d0b41,pop/rock
0000f4c3-481a-3133-99e7-49066c9d0b41,heavy metal
0000f4c3-481a-3133-99e7-49066c9d0b41,contemporary pop/rock
0000f4c3-481a-3133-99e7-49066c9d0b41,arena rock
0000f4c3-481a-3133-99e7-49066c9d0b41,pop-metal
0000f4c3-481a-3133-99e7-49066c9d0b41,album rock
2531facd-1b77-4996-917c-9f6f06c65d36,dance-pop
2531facd-1b77-4996-917c-9f6f06c65d36,dance
00806e40-3c88-3b76-982b-58a9feae9509,country
2531facd-1b77-4996-917c-9f6f06c65d36,house
0000f4c3-481a-3133-99e7-49066c9d0b41,rock_blues
961edc9c-5a1c-37b1-ab2f-9f8357e3ea50,jazz hop
1f02386c-b795-4897-a998-5c9ddc5ca4e1,american trad rock
4b0d931d-f807-391a-aac3-1e36fe82468a,rhythm & blues
961edc9c-5a1c-37b1-ab2f-9f8357e3ea50,thug rap
21842af6-63b2-361d-a476-36597b52b5de,rnb/swing
1f02386c-b795-4897-a998-5c9ddc5ca4e1,neo-psychedelia
0d8f5636-1f72-31cf-aab6-131a95bcd23f,country
1b6c69fc-e8e4-3e96-aa8a-5c624f20528b,electronica fusion
1b6c69fc-e8e4-3e96-aa8a-5c624f20528b,club/dance
1f285ac6-5ba4-386c-a7fe-45a8e1f34768,pop/rock
1f285ac6-5ba4-386c-a7fe-45a8e1f34768,singer/songwriter
1d346447-dfb6-380f-9c7b-422bc1821d62,pop/rock
1d346447-dfb6-380f-9c7b-422bc1821d62,post-grunge
1d346447-dfb6-380f-9c7b-422bc1821d62,hard rock
1d346447-dfb6-380f-9c7b-422bc1821d62,alternative pop/rock
1d346447-dfb6-380f-9c7b-422bc1821d62,alternative/indie rock
1b6c69fc-e8e4-3e96-aa8a-5c624f20528b,ambient
1b6c69fc-e8e4-3e96-aa8a-5c624f20528b,new age
1f285ac6-5ba4-386c-a7fe-45a8e1f34768,american trad rock
1f285ac6-5ba4-386c-a7fe-45a8e1f34768,contemporary
1b6c69fc-e8e4-3e96-aa8a-5c624f20528b,ambient pop
113474b2-3515-471b-92a5-ea8027795cd5,soundtrack
0cf5a644-2ce9-3a4a-a301-6473a4c231e0,pop
017d1153-d55e-3e54-93fd-28db67b32fa1,pop
017d1153-d55e-3e54-93fd-28db67b32fa1,pop/rock
017d1153-d55e-3e54-93fd-28db67b32fa1,alternative/indie rock
017d1153-d55e-3e54-93fd-28db67b32fa1,adult alternative pop/rock
1b648799-0f32-444a-add6-9a65d98c1571,rock
28114439-3ddd-3f26-ad67-53e9c8b4aeb8,southern rap
28114439-3ddd-3f26-ad67-53e9c8b4aeb8,rap
28114439-3ddd-3f26-ad67-53e9c8b4aeb8,contemporary r&b
28114439-3ddd-3f26-ad67-53e9c8b4aeb8,urban
068f3f16-3e2a-3c35-b7cd-34c825811b36,leftfield
28114439-3ddd-3f26-ad67-53e9c8b4aeb8,political rap
28114439-3ddd-3f26-ad67-53e9c8b4aeb8,alternative rap
15871e2b-e37a-3507-b83e-554d90465732,alternative punk
0cf5a644-2ce9-3a4a-a301-6473a4c231e0,i iebu
0ac69657-7245-3b3c-a383-10e8921cdc3b,covered by 3
0bef7160-f7fa-38c4-8482-0e63501aa530,electronic
51614351-a776-383b-9dbf-9f568e812272,electronic
1fe3f396-59f2-3f62-b5eb-d58182e4a02b,rock
0ac50f64-38a2-38b7-84b3-53c702155266,pop/rock
0ac50f64-38a2-38b7-84b3-53c702155266,contemporary pop/rock
0ac50f64-38a2-38b7-84b3-53c702155266,alternative pop/rock
0ac50f64-38a2-38b7-84b3-53c702155266,alternative/indie rock
0962d60d-3234-386d-bf40-a2084bc8649b,country
1703c4a0-14ce-3352-9a50-cbb22969514f,hip hop
16b0201c-81f2-31de-a47f-f258cd9b08d4,pop/rock
16b0201c-81f2-31de-a47f-f258cd9b08d4,heavy metal
6aeaa4c7-09c6-3114-a43f-45b8fa84d0a8,pop/rock
6aeaa4c7-09c6-3114-a43f-45b8fa84d0a8,post-grunge
038df8d7-98ea-32d8-8c53-6761e00932f2,pop/rock
038df8d7-98ea-32d8-8c53-6761e00932f2,punk/new wave
038df8d7-98ea-32d8-8c53-6761e00932f2,punk
038df8d7-98ea-32d8-8c53-6761e00932f2,american punk
02798b1a-2b4c-3504-a12a-3a67ee88b53e,pop
02798b1a-2b4c-3504-a12a-3a67ee88b53e,easy listening
02798b1a-2b4c-3504-a12a-3a67ee88b53e,britannique
00b17ac5-1cd4-32a5-a814-238482fe5cf9,pop
006e9ca3-3491-30cf-ade5-109a67163b5d,pop
0bef7160-f7fa-38c4-8482-0e63501aa530,leftfield
0ac50f64-38a2-38b7-84b3-53c702155266,synthpop
1703c4a0-14ce-3352-9a50-cbb22969514f,general r&b
16b0201c-81f2-31de-a47f-f258cd9b08d4,speed metal
0bef7160-f7fa-38c4-8482-0e63501aa530,electronica
038df8d7-98ea-32d8-8c53-6761e00932f2,new york punk
006e9ca3-3491-30cf-ade5-109a67163b5d,synth-pop
1703c4a0-14ce-3352-9a50-cbb22969514f,rnb/swing
02798b1a-2b4c-3504-a12a-3a67ee88b53e,rnb/swing
16b0201c-81f2-31de-a47f-f258cd9b08d4,progressive metal
